,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident
7384,0,1,1,4,0,3,7,3,4,2,5,1,0,0,3,2,8,2,3,2,5,3,5,12
7385,0,1,1,2,2,2,5,0,7,2,5,1,0,0,3,2,6,2,2,0,0,2,1,1
7386,6,3,1,1,2,2,8,0,6,6,5,1,0,0,3,2,8,4,3,2,5,3,5,0
7387,6,0,1,4,0,1,10,3,7,6,5,1,0,0,3,2,8,2,0,1,0,2,5,12
7388,0,0,1,4,0,1,0,3,6,2,5,7,0,0,0,2,8,3,1,0,4,2,5,3
7389,0,0,1,0,0,2,8,3,6,4,5,7,0,0,0,2,4,4,2,1,1,2,5,9
7390,0,1,1,4,2,1,0,1,7,6,5,7,0,0,0,2,8,2,0,1,3,2,5,10
7391,0,1,1,4,0,2,5,0,7,6,5,7,0,0,0,2,2,2,3,2,5,3,5,0
7392,0,1,1,4,0,1,0,3,7,4,5,0,0,0,3,2,8,2,2,0,1,1,5,0
7393,0,1,1,4,0,2,5,3,7,6,5,0,0,0,3,2,8,2,3,2,5,3,5,10
7394,1,0,1,4,0,1,5,3,9,4,5,1,0,0,3,2,8,2,0,1,0,1,5,0
7395,1,4,1,1,0,0,5,3,2,4,5,1,0,0,3,2,1,2,0,1,1,1,5,3
7396,6,4,1,2,0,2,10,3,6,0,5,4,0,0,0,2,8,2,0,1,4,2,5,0
7397,6,4,1,4,2,0,0,3,2,6,5,6,0,0,0,2,8,2,2,1,3,2,5,10
7398,5,2,1,4,0,1,7,3,7,2,5,7,2,0,3,2,8,2,2,1,4,2,5,1
7399,5,1,1,4,0,0,7,3,7,6,5,7,0,0,3,2,6,2,0,0,0,2,5,10
7400,5,1,1,1,0,3,7,3,12,6,3,7,0,0,3,2,2,2,3,2,5,3,5,4
7401,4,4,1,4,0,1,0,3,6,2,6,1,4,0,3,2,8,2,3,2,5,3,5,10
7402,4,2,1,4,0,1,7,3,7,6,3,1,0,0,3,2,8,2,0,1,1,2,5,16
7403,3,4,1,4,0,1,5,3,6,4,5,0,0,0,3,2,2,2,2,0,1,2,1,5
7404,3,0,1,4,0,1,9,3,7,4,5,0,0,0,3,2,8,2,2,1,4,2,5,11
7405,1,3,1,1,0,1,5,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,9
7406,1,0,1,4,0,1,9,3,6,4,5,7,0,0,3,2,8,2,3,2,5,3,5,1
7407,1,0,1,1,0,2,5,3,7,0,5,7,0,0,3,2,6,2,0,1,1,2,5,0
7408,1,0,1,1,0,1,7,3,2,6,5,7,0,0,3,2,6,2,1,0,1,2,5,1
7409,1,2,1,4,0,3,5,3,6,2,5,7,0,0,3,2,1,2,0,0,1,2,5,5
7410,1,1,1,4,0,3,0,3,6,2,5,7,0,0,3,2,8,9,1,0,0,2,5,12
7411,6,4,1,2,0,3,11,3,7,4,7,1,0,0,3,7,8,3,1,0,3,2,5,12
7412,6,4,1,4,0,2,5,3,9,4,5,1,0,0,3,7,8,2,3,2,5,3,5,0
7413,6,4,1,4,2,1,7,3,9,4,5,1,0,0,3,7,1,2,0,0,0,2,5,1
7414,6,4,0,1,0,0,7,3,7,2,5,1,0,0,3,7,1,3,2,0,0,1,5,1
7415,6,4,0,4,0,1,0,3,7,6,5,1,0,0,3,7,8,2,2,1,0,2,5,0
7416,6,0,1,4,0,2,5,3,6,2,3,7,0,0,3,2,8,3,2,1,3,2,1,0
7417,6,0,1,4,0,2,8,0,12,0,5,7,0,0,3,2,8,2,3,2,5,3,5,7
7418,5,2,1,1,2,2,0,3,7,2,3,0,0,3,3,2,2,2,0,1,0,2,5,16
7419,5,1,1,2,1,3,0,3,7,2,8,0,0,3,3,2,8,2,0,1,1,2,5,0
7420,6,0,1,4,0,3,7,0,2,2,5,0,0,0,3,2,2,4,1,0,0,2,5,5
7421,6,1,1,4,0,0,0,3,6,2,6,0,0,0,3,2,8,4,3,2,5,3,5,3
7422,1,0,1,2,2,2,14,3,7,2,6,1,3,3,3,2,8,2,0,1,1,2,5,9
7423,1,1,1,4,0,1,7,0,9,0,5,1,0,3,3,2,2,7,3,2,5,3,5,10
7424,5,4,0,4,0,2,0,3,6,2,5,1,0,3,0,4,8,2,3,2,5,3,5,12
7425,5,1,1,4,0,1,12,3,6,4,5,1,0,3,0,4,8,2,0,1,1,2,5,17
7426,3,4,1,4,0,3,0,3,6,2,5,0,0,0,3,2,2,2,2,1,0,2,5,0
7427,3,0,1,1,0,2,7,1,2,2,5,0,0,0,3,2,2,2,2,1,0,2,5,10
7428,0,4,1,4,0,2,5,3,6,2,5,1,0,0,3,7,8,3,3,2,5,3,5,9
7429,0,0,1,0,0,0,5,3,6,2,6,1,0,0,3,7,8,2,0,1,0,2,5,12
7430,0,0,1,1,0,3,5,3,6,2,6,1,0,0,3,7,8,2,1,1,0,2,5,12
7431,3,0,1,1,0,2,14,3,6,2,5,0,0,0,3,2,8,2,0,0,1,2,5,10
7432,3,1,1,1,0,1,5,3,7,2,5,0,0,0,3,2,8,2,1,1,1,2,5,10
7433,2,4,1,1,0,1,0,3,9,0,5,7,0,0,3,2,8,2,2,0,0,2,1,16
7434,2,3,1,4,0,2,0,3,2,4,5,7,0,0,3,2,8,3,2,0,1,2,5,5
7435,6,0,1,4,0,0,8,3,7,2,5,1,0,0,3,0,8,2,2,0,0,1,5,1
7436,6,1,1,4,0,2,15,3,1,2,5,1,0,0,3,0,8,2,1,0,3,2,5,0
7437,6,1,1,4,0,2,0,3,9,2,5,3,0,0,3,2,8,3,1,0,4,2,5,3
7438,6,3,1,0,0,2,0,3,6,4,5,3,0,0,3,2,8,3,3,2,5,3,5,9
7439,5,2,1,4,0,3,0,3,1,6,5,7,0,0,3,2,8,2,0,1,1,2,5,9
7440,5,4,1,1,0,1,3,0,6,6,6,7,3,0,3,2,8,9,2,0,4,2,1,1
7441,1,2,1,4,0,2,9,3,4,6,5,1,0,0,3,2,8,9,0,1,0,2,5,12
7442,1,2,1,4,0,2,8,3,7,2,5,1,3,0,3,2,8,2,3,2,5,3,5,2
7443,1,1,1,4,0,2,0,3,9,4,5,3,0,0,3,2,8,2,0,1,0,2,5,5
7444,1,1,1,4,0,2,7,0,9,6,5,3,0,0,3,2,8,2,3,2,5,3,5,1
7445,1,3,1,4,0,2,5,3,4,6,5,3,0,0,3,2,8,2,2,0,0,1,1,3
7446,1,3,1,4,0,0,0,3,9,4,5,3,0,0,3,2,2,2,2,1,3,2,5,10
7447,1,3,1,0,2,2,8,3,9,6,5,3,0,0,3,2,8,2,0,1,0,2,5,0
7448,1,3,1,4,0,1,5,3,6,4,5,3,0,0,3,2,1,1,1,0,0,2,5,10
7449,5,1,1,4,2,2,5,3,6,0,0,0,0,0,3,2,8,3,3,2,5,3,5,10
7450,5,1,1,2,0,1,3,3,6,6,5,0,0,0,3,2,2,4,3,2,5,3,5,7
7451,5,0,1,4,0,3,11,3,6,4,0,0,0,0,3,2,8,2,0,1,1,2,5,16
7452,5,4,1,4,0,4,11,3,6,1,5,1,0,0,0,3,8,2,0,1,1,2,5,3
7453,5,0,1,4,0,4,0,3,6,4,5,1,0,0,0,3,8,2,3,2,5,3,5,5
7454,0,1,1,4,2,2,0,3,6,6,5,7,0,0,3,2,8,2,3,2,5,3,5,9
7455,0,3,1,4,0,1,0,3,9,6,5,7,0,0,3,2,8,2,0,1,0,2,5,17
7456,3,0,1,4,0,2,7,3,9,1,5,7,0,3,3,2,6,2,3,2,5,3,5,5
7457,3,4,1,1,0,5,9,3,7,1,5,7,0,3,3,2,2,2,2,0,0,2,5,1
7458,3,4,1,4,0,3,0,3,2,4,5,7,0,3,3,2,8,2,0,0,0,2,5,0
7459,0,4,1,4,2,3,14,3,1,6,5,7,0,0,0,2,2,2,3,2,5,3,5,10
7460,0,3,1,4,0,3,0,3,4,4,5,7,0,0,0,2,8,2,0,1,1,2,5,10
7461,0,3,1,4,0,3,0,3,9,6,5,7,0,0,0,2,8,2,3,2,5,3,5,12
7462,2,3,1,4,2,2,0,3,9,6,8,1,0,0,0,2,8,2,0,1,1,2,5,9
7463,2,4,1,4,0,4,0,3,6,0,5,1,0,0,0,2,8,3,3,2,5,3,5,9
7464,6,3,1,4,0,1,0,3,0,4,5,1,0,3,3,5,8,2,2,1,0,2,6,7
7465,6,3,1,4,0,2,8,3,13,6,5,1,0,3,3,5,2,3,2,1,3,2,5,0
7466,6,2,1,0,0,0,16,3,4,6,5,1,0,3,3,5,8,3,0,0,0,2,5,0
7467,3,4,0,4,0,0,8,3,9,3,5,0,0,0,0,2,2,2,3,2,5,3,5,12
7468,4,4,1,4,0,0,7,0,9,4,5,1,0,0,3,7,8,2,3,2,5,3,5,1
7469,4,2,1,5,0,2,14,3,7,4,5,1,0,0,3,7,8,2,0,1,2,2,5,1
7470,1,1,1,4,0,3,8,0,9,6,5,3,0,0,0,2,8,2,3,2,5,3,5,3
7471,1,3,1,4,0,3,5,3,10,4,1,3,0,0,0,2,8,2,0,1,1,2,5,0
7472,2,1,1,4,0,2,5,3,10,4,1,1,0,0,3,2,8,2,0,1,1,2,5,1
7473,2,0,1,4,0,1,0,3,6,0,5,1,0,0,3,2,8,2,3,2,5,3,5,5
7474,1,0,1,4,0,4,0,3,9,4,1,1,0,0,3,2,8,4,3,2,5,3,5,3
7475,1,2,1,4,0,0,8,3,9,6,5,1,0,0,3,2,8,2,0,1,3,2,5,10
7476,6,0,1,4,0,2,8,3,5,6,5,1,0,0,3,2,8,2,3,2,5,3,5,12
7477,6,4,1,4,0,4,5,3,9,6,5,1,0,0,3,2,8,5,1,1,1,2,5,12
7478,2,3,1,1,0,2,9,3,2,6,5,7,0,3,3,8,8,7,3,2,5,3,5,12
7479,2,3,1,4,0,1,7,3,6,4,5,7,0,3,3,8,6,2,0,1,3,2,5,0
7480,2,1,1,4,0,2,14,3,6,2,7,7,0,3,3,8,2,4,0,1,3,2,5,9
7481,2,3,1,1,0,2,0,0,6,2,0,7,0,3,3,8,8,3,3,2,5,3,5,3
7482,0,1,1,4,0,3,0,3,7,4,7,3,0,0,3,2,8,2,2,1,3,2,5,5
7483,0,0,1,4,0,0,5,3,7,4,5,3,0,0,3,2,2,4,1,0,1,2,5,1
7484,0,0,1,2,0,4,14,3,9,2,5,1,0,0,0,2,8,3,1,0,1,2,5,12
7485,0,0,1,1,0,3,5,3,7,2,5,1,0,0,0,2,8,2,1,0,4,2,5,1
7486,1,3,1,2,2,0,11,3,7,4,6,7,0,0,3,2,8,2,1,1,4,2,5,4
7487,3,1,1,4,0,1,0,3,7,2,5,1,0,0,3,2,6,3,1,0,4,2,5,9
7488,3,1,1,4,0,2,0,0,7,4,5,1,0,0,3,2,6,2,1,1,4,2,5,12
7489,6,2,1,2,2,1,0,3,7,0,6,0,0,0,3,2,1,1,3,2,5,3,5,10
7490,6,1,1,2,0,3,0,3,7,2,5,0,0,0,3,2,8,2,0,1,4,2,5,3
7491,6,1,1,4,0,0,5,3,2,2,5,0,0,0,3,2,8,2,0,1,1,2,5,0
7492,2,1,1,1,0,0,5,3,7,4,5,0,0,0,3,2,8,3,3,2,5,3,5,12
7493,2,1,1,2,0,0,0,1,4,2,5,0,0,0,3,2,1,2,1,0,3,2,5,12
7494,2,1,1,0,0,2,14,3,9,0,5,0,0,0,3,2,1,2,2,0,1,1,5,10
7495,4,0,1,4,0,2,9,0,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,4
7496,4,0,1,4,0,2,9,3,6,2,5,1,0,0,3,2,8,2,0,1,2,2,5,3
7497,4,0,1,1,2,2,0,3,4,5,5,1,0,0,3,2,8,2,0,1,1,2,5,3
7498,4,2,1,1,0,2,9,3,4,0,5,1,0,0,3,2,2,3,3,2,5,3,5,1
7499,6,1,1,2,2,2,9,3,7,2,5,1,0,0,3,2,8,2,0,1,0,2,5,3
7500,6,4,1,4,0,2,5,1,3,2,5,1,0,0,3,2,2,2,3,2,5,3,5,0
7501,1,1,1,4,2,0,0,3,6,1,5,7,0,3,3,2,8,3,3,2,5,3,5,3
7502,1,1,1,4,0,1,5,3,2,4,5,7,0,3,3,2,8,3,3,2,5,3,5,3
7503,1,1,1,4,2,2,0,1,3,4,7,7,0,3,3,2,2,2,0,1,1,2,5,5
7504,0,1,1,4,2,3,0,3,6,6,5,1,0,0,3,2,8,2,0,0,1,2,5,3
7505,6,0,1,2,0,2,14,3,7,2,0,7,0,0,3,2,8,2,3,2,5,3,5,10
7506,6,1,1,2,2,1,0,3,6,4,5,7,0,0,3,2,2,2,3,2,5,3,5,3
7507,0,0,1,4,0,2,0,3,6,2,7,2,0,0,3,2,2,2,0,1,0,2,5,4
7508,0,1,1,1,0,1,0,3,7,0,3,2,0,0,3,2,8,2,3,2,5,3,5,16
7509,1,4,1,1,0,2,14,3,6,4,6,7,0,0,3,2,8,2,0,0,1,2,5,10
7510,5,4,1,4,0,0,0,3,9,4,5,1,0,0,3,2,8,2,0,1,1,2,5,3
7511,2,4,1,4,0,2,7,3,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,12
7512,2,1,1,4,0,2,7,3,6,0,5,1,0,0,3,2,8,2,0,1,0,2,5,12
7513,6,4,1,1,0,3,0,3,6,4,7,7,0,0,3,2,8,4,3,2,5,3,5,12
7514,6,4,1,1,0,4,5,3,6,6,5,7,0,0,3,2,8,2,2,0,0,2,5,12
7515,6,4,1,4,0,1,5,3,7,2,6,7,0,0,3,2,8,7,2,0,4,2,6,10
7516,6,2,1,1,2,0,5,3,2,4,5,7,0,0,3,2,8,2,2,0,2,2,1,9
7517,6,1,1,4,2,2,0,3,4,4,5,7,0,0,3,2,8,7,1,0,1,2,5,10
7518,6,0,1,4,0,1,0,3,6,0,5,7,0,0,3,2,8,2,3,2,5,3,5,0
7519,1,1,1,4,0,1,10,3,2,4,5,7,0,0,3,2,8,7,0,1,1,2,5,0
7520,1,2,1,2,0,1,10,3,6,4,5,7,0,0,3,2,8,2,3,2,5,3,5,11
7521,5,4,1,4,0,3,5,3,6,6,5,1,0,0,3,2,8,2,3,2,5,3,5,9
7522,5,0,1,4,0,1,5,3,9,2,5,1,0,0,3,2,8,7,0,1,0,2,5,0
7523,1,0,1,4,0,0,9,3,6,2,5,7,0,3,0,4,8,4,1,0,4,2,5,10
7524,1,0,1,4,0,1,7,3,9,4,5,7,0,3,0,4,8,2,0,1,3,2,5,12
7525,4,2,1,4,0,2,5,3,6,0,5,1,0,0,3,2,8,2,3,2,5,3,5,1
7526,6,0,1,4,0,0,0,3,6,0,5,1,0,0,3,7,2,2,0,1,0,2,5,10
7527,6,4,1,1,0,0,7,3,7,2,5,1,0,0,3,7,8,3,3,2,5,3,5,10
7528,6,4,1,4,0,1,6,3,7,2,5,1,0,0,3,7,1,2,0,1,3,2,5,7
7529,5,0,1,4,0,3,0,3,9,2,5,0,0,0,3,2,8,2,3,2,5,3,5,11
7530,4,2,1,4,0,4,0,3,2,2,5,7,0,0,3,2,2,2,0,1,0,2,5,0
7531,4,0,1,4,0,3,5,0,2,0,5,7,0,0,3,2,8,2,3,2,5,3,5,10
7532,4,2,1,1,2,2,0,3,9,0,5,7,0,0,3,2,8,4,3,2,5,3,5,3
7533,0,1,1,1,0,3,11,3,6,2,6,7,0,0,3,2,8,2,0,1,0,2,5,10
7534,0,0,1,4,0,0,5,3,6,2,6,7,0,0,3,2,8,2,0,1,0,2,5,1
7535,4,0,1,4,0,2,11,3,9,2,5,7,0,0,3,2,8,9,3,2,5,3,5,16
7536,4,1,1,2,2,2,5,3,2,6,5,7,0,0,3,2,6,2,1,0,3,2,5,3
7537,4,1,1,1,0,1,5,3,7,2,5,7,0,0,3,2,2,3,0,1,0,2,5,9
7538,4,2,1,4,0,2,5,3,6,2,5,6,0,0,3,2,8,3,2,0,3,1,6,10
7539,4,1,1,4,0,2,9,3,7,2,5,6,0,0,3,2,8,2,3,2,5,3,5,16
7540,4,0,1,2,2,0,9,3,7,2,5,0,0,0,3,2,2,4,0,1,1,2,5,3
7541,4,3,1,4,0,0,14,3,7,2,5,0,0,0,3,2,8,2,3,2,5,3,5,3
7542,3,0,1,4,0,0,5,0,9,2,5,7,0,0,3,2,8,2,0,1,0,2,5,9
7543,3,1,1,4,0,3,0,3,2,4,5,7,0,0,3,2,8,2,3,2,5,3,5,3
7544,0,2,1,4,0,0,8,3,9,2,5,0,0,0,3,2,8,2,0,1,1,2,5,4
7545,1,2,1,2,2,3,0,3,6,4,5,1,0,3,3,2,8,2,1,1,0,2,5,0
7546,1,0,1,4,0,3,10,3,1,6,5,1,0,3,3,2,8,2,1,0,0,2,5,10
7547,3,4,0,4,0,0,11,0,6,6,6,1,0,0,3,2,1,2,0,1,1,2,5,10
7548,3,0,1,4,0,0,14,3,4,6,5,1,0,0,3,2,8,2,0,1,0,2,5,1
7549,3,0,1,2,0,1,0,3,7,2,5,1,0,0,3,2,2,4,3,2,5,3,5,5
7550,0,1,1,4,0,1,5,3,9,4,5,1,0,0,3,2,8,2,0,1,0,1,5,1
7551,4,0,1,4,0,0,14,0,9,6,5,1,0,0,0,2,8,5,2,0,4,2,2,0
7552,3,4,1,1,0,2,5,3,4,6,5,1,0,0,0,2,8,2,2,1,3,2,1,9
7553,3,4,1,4,0,2,9,3,9,4,5,1,0,0,0,2,8,2,3,2,5,3,5,10
7554,3,1,1,4,0,0,5,3,9,6,5,1,0,0,0,2,8,2,0,1,4,2,5,1
7555,5,0,1,1,1,2,7,3,6,4,5,0,0,0,0,2,8,10,3,2,5,3,5,9
7556,5,1,1,4,0,1,14,3,6,0,0,0,0,0,0,2,8,2,0,1,0,2,5,10
7557,5,1,1,1,0,2,0,3,6,6,5,0,0,0,0,2,8,2,3,2,5,3,5,4
7558,5,1,1,4,0,3,11,3,6,4,0,0,0,0,0,2,8,2,0,1,0,2,5,4
7559,5,1,1,4,0,3,7,3,6,1,5,0,0,0,0,2,2,2,3,2,5,3,5,9
7560,0,1,1,1,2,1,5,3,6,4,5,0,0,0,3,2,8,9,0,1,0,2,5,9
7561,6,0,1,1,0,2,0,3,6,6,5,1,0,0,3,2,2,2,0,1,1,2,5,16
7562,6,0,1,4,2,0,11,3,9,6,5,1,0,0,3,2,8,2,3,2,5,3,5,3
7563,0,2,1,1,0,3,0,3,9,1,5,7,0,0,3,2,8,3,0,1,1,2,5,0
7564,2,4,1,4,0,2,0,3,7,1,5,7,0,0,0,2,8,2,3,2,5,3,5,5
7565,2,0,1,4,0,1,8,3,2,4,5,7,0,0,0,2,1,3,2,0,4,2,1,10
7566,0,2,1,1,0,3,9,3,1,6,5,7,0,0,3,2,8,2,2,0,0,2,7,9
7567,0,2,1,4,0,1,5,3,4,4,5,7,0,0,3,2,8,2,0,1,0,2,5,0
7568,1,1,1,1,0,3,5,3,9,6,5,3,0,0,3,7,8,2,3,2,5,3,5,1
7569,1,4,1,4,0,3,5,3,9,6,8,0,0,0,3,2,1,2,3,2,5,3,5,10
7570,1,0,1,4,0,1,10,3,6,0,5,0,0,0,3,2,2,10,0,1,2,2,5,2
7571,1,0,1,4,0,3,5,3,0,4,5,0,0,0,3,2,8,2,1,1,1,2,5,1
7572,2,2,1,4,0,3,5,3,13,6,5,1,0,3,3,4,8,2,2,0,0,2,0,12
7573,2,0,1,4,0,4,6,3,4,6,5,1,0,3,3,4,8,2,0,0,1,2,5,10
7574,1,1,1,4,2,3,5,3,9,3,5,1,0,0,3,2,8,2,3,2,5,3,5,18
7575,0,2,1,2,1,3,12,0,9,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
7576,0,3,1,4,0,2,0,3,7,4,5,7,3,0,3,2,8,2,0,1,3,1,5,1
7577,5,0,1,1,0,2,5,0,9,6,5,7,0,0,3,2,8,8,2,1,4,2,2,10
7578,5,0,1,4,0,2,8,3,10,4,1,7,0,0,3,2,2,9,0,1,1,2,5,0
7579,5,2,1,4,0,2,11,3,10,4,1,7,0,0,3,2,2,1,3,2,5,3,5,3
7580,5,4,0,4,2,4,14,3,6,0,5,7,0,0,3,2,8,3,0,1,0,2,5,1
7581,5,3,1,4,0,2,0,3,9,4,1,1,0,0,3,2,8,3,3,2,5,3,5,12
7582,5,3,1,1,0,1,9,3,9,6,5,1,0,0,3,2,8,2,2,0,0,2,0,10
7583,1,0,1,4,2,1,0,3,5,6,5,1,0,0,3,2,8,9,2,0,0,2,0,11
7584,1,1,1,1,0,1,0,3,9,6,5,1,0,0,3,2,8,2,0,1,1,2,5,11
7585,1,2,1,4,2,1,0,3,2,6,5,7,0,3,3,2,6,2,3,2,5,3,5,12
7586,1,1,1,4,0,3,5,3,6,4,5,7,1,3,3,2,8,10,2,0,0,2,1,0
7587,1,4,1,4,0,1,0,3,6,2,7,7,0,3,3,2,2,2,3,2,5,3,5,0
7588,4,3,2,4,0,0,0,0,6,2,0,1,0,3,3,2,1,2,0,1,4,2,5,10
7589,4,0,1,4,0,1,9,3,7,4,7,1,0,3,3,2,8,10,3,2,5,3,5,12
7590,4,0,1,4,0,0,15,3,7,4,5,1,0,3,3,2,8,8,0,1,0,2,5,10
7591,0,4,1,4,0,2,0,3,9,2,5,1,0,0,3,2,8,2,2,0,1,2,6,10
7592,0,4,1,4,0,2,9,3,7,2,5,1,0,0,3,2,8,3,0,1,0,2,5,1
7593,0,1,1,1,2,1,14,3,7,4,6,1,0,0,3,2,8,1,3,2,5,3,5,0
7594,0,1,1,1,0,4,14,3,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,10
7595,2,0,1,4,0,2,0,0,7,4,5,0,0,0,3,2,8,2,0,1,0,2,5,17
7596,2,1,1,4,0,3,5,3,7,0,6,0,0,0,3,2,2,9,3,2,5,3,5,12
7597,2,4,1,2,0,0,0,3,7,2,5,3,0,0,3,2,6,3,0,1,1,2,5,9
7598,2,1,1,4,2,2,9,3,2,2,5,3,0,0,3,2,8,2,1,0,3,2,5,5
7599,1,1,1,4,0,0,0,3,7,4,5,7,0,0,3,2,1,3,0,1,0,2,5,9
7600,1,0,1,4,0,3,0,1,4,2,5,7,0,0,3,2,8,2,3,2,5,3,5,1
7601,1,0,1,4,0,4,5,3,9,0,5,7,0,0,3,2,8,2,0,0,4,2,5,15
7602,1,0,1,1,0,1,0,0,7,2,5,0,0,3,3,4,1,2,2,0,0,2,1,5
7603,1,3,1,4,0,2,6,3,6,2,5,0,0,3,3,4,1,2,0,1,0,2,5,3
7604,3,2,1,1,0,2,0,3,4,5,5,1,0,0,3,2,8,2,3,2,5,3,5,10
7605,3,1,1,4,2,0,0,3,4,0,5,1,0,0,3,2,8,2,2,0,4,2,6,12
7606,3,0,1,4,0,2,0,3,7,2,5,1,0,0,3,2,8,2,0,1,4,2,5,15
7607,3,0,1,5,1,2,0,1,3,2,5,1,0,0,3,2,8,2,1,0,0,2,5,5
7608,3,0,1,2,0,1,11,3,6,1,5,1,0,0,3,2,8,2,3,2,5,3,5,1
7609,3,2,1,4,0,0,0,3,2,4,5,1,0,0,3,2,2,2,0,1,1,2,5,1
7610,0,0,1,4,0,2,0,1,3,4,7,3,0,0,3,2,8,2,3,2,5,3,5,1
7611,0,2,1,4,0,1,0,3,6,6,5,3,0,0,3,2,8,4,0,1,0,2,5,1
7612,2,1,1,4,0,5,7,3,7,2,0,1,0,0,3,2,8,4,2,0,0,2,2,9
7613,2,0,1,4,0,3,14,3,6,4,5,1,0,0,3,2,8,2,2,0,3,2,1,10
7614,2,1,1,4,0,3,5,3,6,2,7,7,0,0,3,2,8,2,0,1,0,2,5,15
7615,2,1,1,4,0,2,15,3,7,0,3,7,0,0,3,2,8,1,3,2,5,3,5,10
7616,2,2,1,2,0,1,7,3,6,4,6,7,0,0,3,2,8,2,3,2,5,3,5,3
7617,0,1,1,2,2,1,9,3,9,4,5,7,0,0,3,2,8,2,0,0,0,2,5,10
7618,0,0,1,4,0,4,0,3,7,2,5,7,0,0,3,2,8,2,2,1,0,1,5,10
7619,1,0,1,4,2,3,0,3,6,0,5,1,0,0,0,2,8,2,3,2,5,3,5,10
7620,1,1,1,4,0,3,10,3,6,4,7,1,0,0,0,2,8,2,0,1,0,2,5,1
7621,4,0,1,1,0,1,5,3,6,6,5,7,0,0,0,2,8,1,1,1,3,2,5,10
7622,4,0,1,4,0,1,5,3,7,2,6,7,0,0,0,2,8,2,2,1,0,2,1,12
7623,5,1,1,5,0,3,4,3,2,4,5,7,0,0,3,2,8,2,0,1,0,2,5,0
7624,5,2,1,1,0,2,6,3,4,4,5,7,0,0,3,2,8,4,3,2,5,3,5,9
7625,0,0,1,4,0,4,5,3,6,0,5,7,0,0,3,2,2,2,0,1,0,2,5,3
7626,0,0,1,1,0,4,14,3,2,4,5,7,0,0,3,2,8,2,3,2,5,3,5,0
7627,0,1,1,4,0,4,0,3,6,4,5,7,0,0,3,2,8,2,2,1,0,2,1,11
7628,2,0,1,4,0,2,7,3,6,6,5,7,0,0,3,2,8,2,3,2,5,3,5,10
7629,2,1,1,4,2,2,7,3,9,2,5,7,0,0,3,2,8,2,0,1,2,2,5,10
7630,3,1,1,2,2,2,15,3,6,2,5,7,0,0,3,2,1,7,3,2,5,3,5,17
7631,2,0,1,4,0,2,0,3,9,4,5,3,0,3,3,4,8,4,0,1,0,2,5,10
7632,2,1,1,4,0,1,3,3,6,0,5,3,0,3,3,4,8,2,2,0,1,2,6,6
7633,6,0,1,1,0,2,3,3,6,0,5,1,0,0,3,2,8,2,0,1,0,2,5,9
7634,6,1,1,4,0,1,5,3,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,11
7635,2,2,1,4,0,4,5,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
7636,2,2,1,1,0,1,4,3,9,2,5,7,0,0,3,2,8,2,0,1,1,2,5,0
7637,1,4,0,4,0,1,0,3,2,2,5,1,0,0,3,2,8,2,1,1,3,2,5,7
7638,1,1,1,4,0,1,15,0,2,0,5,1,0,0,3,2,8,2,2,1,0,2,6,10
7639,3,3,1,4,0,2,7,3,9,0,5,1,0,0,3,2,1,2,2,1,0,2,1,1
7640,3,0,1,4,0,2,0,3,6,2,6,1,0,0,3,2,8,2,0,1,0,2,5,1
7641,0,1,1,4,0,2,0,3,6,2,6,1,0,0,3,7,8,3,3,2,5,3,5,9
7642,1,1,1,4,2,2,0,3,9,2,5,7,0,0,3,2,8,3,0,1,0,2,5,2
7643,1,0,1,4,0,1,0,3,2,6,5,7,0,0,3,2,8,9,3,2,5,3,5,0
7644,1,4,1,4,0,4,11,3,7,2,5,3,0,3,3,2,2,4,0,0,0,1,5,1
7645,1,2,1,4,0,0,4,3,6,2,5,3,0,3,3,2,8,4,3,2,5,3,5,10
7646,1,0,1,4,0,4,5,3,7,2,5,0,0,0,3,2,8,2,2,1,3,2,8,1
7647,1,1,1,4,0,3,5,3,7,2,5,0,0,0,3,2,8,2,2,1,0,1,6,1
7648,3,2,1,4,0,4,14,3,7,2,5,7,0,0,3,2,8,4,3,2,5,3,5,10
7649,3,2,1,4,0,1,7,0,9,2,5,7,0,0,3,2,8,4,0,1,0,2,5,1
7650,2,1,1,4,0,0,0,3,2,4,5,1,0,0,3,2,8,2,0,1,4,2,5,3
7651,4,3,1,1,0,2,8,3,7,4,5,1,1,0,3,2,8,7,3,2,5,3,5,3
7652,4,1,1,4,2,4,6,3,7,1,5,1,0,0,3,2,2,4,0,0,1,2,5,1
7653,4,0,1,4,0,4,0,3,9,2,5,1,0,0,3,2,8,9,2,0,1,2,6,17
